time [s],current,current2,servo1.currentSetpoint,servo1.pid_current.output,setpwm,
16.16,40541,0,131072,0,0,
16.18,40303,0,131072,0,0,
16.2,42375,0,131072,0,0,
16.22,42511,0,131072,0,0,
16.24,44381,0,131072,0,0,
16.26,48687,0,131072,0,0,
16.28,54623,0,131072,0,0,
16.3,60306,0,131072,0,0,
16.32,66872,0,131072,0,0,
16.34,72266,0,131072,0,0,
16.36,77613,0,131072,0,0,
16.38,82282,0,131072,0,0,
16.4,85034,0,131072,0,0,
16.42,90041,0,131072,0,0,
16.44,93579,0,131072,0,0,
16.46,102792,0,131072,0,0,
16.48,111134,0,131072,0,0,
16.5,119826,0,131072,0,0,
16.52,129123,0,131072,0,0,
16.54,131231,0,131072,0,0,
16.56,132047,0,131072,0,0,
16.58,131188,0,131072,0,0,
16.6,131220,0,131072,0,0,
16.62,131144,0,131072,0,0,
16.64,130882,0,131072,0,0,
16.66,130997,0,131072,0,0,
16.68,131123,0,131072,0,0,
16.7,130329,0,131072,0,0,
16.72,130691,0,131072,0,0,
16.74,131545,0,131072,0,0,
16.76,130314,0,131072,0,0,
16.78,130687,0,131072,0,0,
16.8,128392,0,131072,0,0,
16.82,119005,0,131072,0,0,
16.84,100452,0,131072,0,0,
16.86,87864,0,131072,0,0,
16.88,75134,0,131072,0,0,
16.9,61714,0,131072,0,0,
16.92,56887,0,131072,0,0,
16.94,47885,0,131072,0,0,
16.96,47515,0,131072,0,0,
16.98,41859,0,131072,0,0,
17,44361,0,131072,0,0,
17.02,40630,0,131072,0,0,
17.04,42672,0,131072,0,0,
17.06,40019,0,131072,0,0,
17.08,40450,0,131072,0,0,
17.1,39728,0,131072,0,0,
17.12,41346,0,131072,0,0,
17.14,40830,0,131072,0,0,
17.16,40161,0,131072,0,0,
17.18,41233,0,131072,0,0,
17.2,46142,0,131072,0,0,
17.22,46240,0,131072,0,0,
17.24,48230,0,131072,0,0,
17.26,48335,0,131072,0,0,
17.28,50677,0,131072,0,0,
17.3,52382,0,131072,0,0,
17.32,55020,0,131072,0,0,
17.34,55650,0,131072,0,0,
17.36,56171,0,131072,0,0,
17.38,55556,0,131072,0,0,
17.4,56729,0,131072,0,0,
17.42,58780,0,131072,0,0,
17.44,58867,0,131072,0,0,
17.46,63018,0,131072,0,0,
17.48,64841,0,131072,0,0,
17.5,69324,0,131072,0,0,
17.52,72953,0,131072,0,0,
17.54,77780,0,131072,0,0,
17.56,82682,0,131072,0,0,
17.58,83521,0,131072,0,0,
17.6,87485,0,131072,0,0,
17.62,95774,0,131072,0,0,
17.64,101855,0,131072,0,0,
17.66,103788,0,131072,0,0,
17.68,107448,0,131072,0,0,
17.7,107009,0,131072,0,0,
17.72,107986,0,131072,0,0,
17.74,105422,0,131072,0,0,
17.76,102894,0,131072,0,0,
17.78,102075,0,131072,0,0,
17.8,100072,0,131072,0,0,
17.82,104412,0,131072,0,0,
17.84,101332,0,131072,0,0,
17.86,99737,0,131072,0,0,
17.88,100823,0,131072,0,0,
17.9,100062,0,131072,0,0,
17.92,101692,0,131072,0,0,
17.94,101159,0,131072,0,0,
17.96,98943,0,131072,0,0,
17.98,96642,0,131072,0,0,
18,97682,0,131072,0,0,
18.02,96171,0,131072,0,0,
18.04,94278,0,131072,0,0,
18.06,91876,0,131072,0,0,
18.08,92824,0,131072,0,0,
18.1,93110,0,131072,0,0,
18.12,93815,0,131072,0,0,
18.14,93824,0,131072,0,0,
18.16,94890,0,131072,0,0,
18.18,99389,0,131072,0,0,
18.2,96381,0,131072,0,0,
18.22,97810,0,131072,0,0,
18.24,96865,0,131072,0,0,
18.26,93972,0,131072,0,0,
18.28,93421,0,131072,0,0,
18.3,92787,0,131072,0,0,
18.32,94477,0,131072,0,0,
18.34,99431,0,131072,0,0,
18.36,98325,0,131072,0,0,
18.38,98393,0,131072,0,0,
18.4,98728,0,131072,0,0,
18.42,102003,0,131072,0,0,
18.44,102199,0,131072,0,0,
18.46,102267,0,131072,0,0,
18.48,106286,0,131072,0,0,
18.5,107136,0,131072,0,0,
18.52,106715,0,131072,0,0,
18.54,109555,0,131072,0,0,
18.56,111105,0,131072,0,0,
18.58,107960,0,131072,0,0,
18.6,109905,0,131072,0,0,
18.62,109478,0,131072,0,0,
18.64,113595,0,131072,0,0,
18.66,111885,0,131072,0,0,
18.68,112599,0,131072,0,0,
18.7,109612,0,131072,0,0,
18.72,108015,0,131072,0,0,
18.74,109538,0,131072,0,0,
18.76,110588,0,131072,0,0,
18.78,111561,0,131072,0,0,
18.8,115046,0,131072,0,0,
18.82,113296,0,131072,0,0,
18.84,108087,0,131072,0,0,
18.86,103938,0,131072,0,0,
18.88,97064,0,131072,0,0,
18.9,90678,0,131072,0,0,
18.92,88375,0,131072,0,0,
18.94,77004,0,131072,0,0,
18.96,69634,0,131072,0,0,
18.98,58051,0,131072,0,0,
19,53230,0,131072,0,0,
19.02,47081,0,131072,0,0,
19.04,45923,0,131072,0,0,
19.06,42902,0,131072,0,0,
19.08,44923,0,131072,0,0,
19.1,42587,0,131072,0,0,
19.12,38759,0,131072,0,0,
19.14,36366,0,131072,0,0,
19.16,42371,0,131072,0,0,
19.18,57949,0,131072,0,0,
19.2,94257,0,131072,0,0,
19.22,130588,0,131072,0,0,
19.24,132351,0,131072,0,0,
19.26,134280,0,131072,0,0,
19.28,133315,0,131072,0,0,
19.3,133461,0,131072,0,0,
19.32,132090,0,131072,0,0,
19.34,131075,0,131072,0,0,
19.36,131069,0,131072,0,0,
19.38,131070,0,131072,0,0,
19.4,131070,0,131072,0,0,
19.42,131050,0,131072,0,0,
19.44,131076,0,131072,0,0,
19.46,131061,0,131072,0,0,
19.48,131072,0,131072,0,0,
19.5,131062,0,131072,0,0,
19.52,131075,0,131072,0,0,
19.54,131076,0,131072,0,0,
19.56,131068,0,131072,0,0,
19.58,131066,0,131072,0,0,
19.6,131071,0,131072,0,0,
19.62,131078,0,131072,0,0,
19.64,131053,0,131072,0,0,
19.66,131061,0,131072,0,0,
19.68,131056,0,131072,0,0,
19.7,131010,0,131072,0,0,
19.72,130795,0,131072,0,0,
19.74,130299,0,131072,0,0,
19.76,129907,0,131072,0,0,
19.78,130633,0,131072,0,0,
19.8,130447,0,131072,0,0,
19.82,130358,0,131072,0,0,
19.84,129446,0,131072,0,0,
19.86,129745,0,131072,0,0,
19.88,130277,0,131072,0,0,
19.9,130402,0,131072,0,0,
19.92,130682,0,131072,0,0,
19.94,130208,0,131072,0,0,
19.96,130099,0,131072,0,0,
19.98,129989,0,131072,0,0,
20,129995,0,131072,0,0,
20.02,130579,0,131072,0,0,
20.04,128051,0,131072,0,0,
20.06,107259,0,131072,0,0,
20.08,82883,0,131072,0,0,
20.1,66260,0,131072,0,0,
20.12,56294,0,131072,0,0,
20.14,47120,0,131072,0,0,
20.16,41684,0,131072,0,0,
20.18,38303,0,131072,0,0,
20.2,40141,0,131072,0,0,
20.22,38790,0,131072,0,0,
20.24,36558,0,131072,0,0,
20.26,37923,0,131072,0,0,
20.28,36767,0,131072,0,0,
20.3,36061,0,131072,0,0,
20.32,37258,0,131072,0,0,
20.34,37183,0,131072,0,0,
20.36,36189,0,131072,0,0,
20.38,52733,0,131072,0,0,
20.4,103391,0,131072,0,0,
20.42,132586,0,131072,0,0,
20.44,132893,0,131072,0,0,
20.46,132457,0,131072,0,0,
20.48,133596,0,131072,0,0,
20.5,133371,0,131072,0,0,
20.52,131018,0,131072,0,0,
20.54,131071,0,131072,0,0,
20.56,131070,0,131072,0,0,
20.58,131061,0,131072,0,0,
20.6,131072,0,131072,0,0,
20.62,131077,0,131072,0,0,
20.64,131054,0,131072,0,0,
20.66,131058,0,131072,0,0,
20.68,131065,0,131072,0,0,
20.7,131064,0,131072,0,0,
20.72,131064,0,131072,0,0,
20.74,131072,0,131072,0,0,
20.76,131064,0,131072,0,0,
20.78,131064,0,131072,0,0,
20.8,131066,0,131072,0,0,
20.82,130846,0,131072,0,0,
20.84,130420,0,131072,0,0,
20.86,130540,0,131072,0,0,
20.88,130287,0,131072,0,0,
20.9,130165,0,131072,0,0,
20.92,129588,0,131072,0,0,
20.94,130469,0,131072,0,0,
20.96,130979,0,131072,0,0,
20.98,130028,0,131072,0,0,
21,130306,0,131072,0,0,
21.02,130655,0,131072,0,0,
21.04,130155,0,131072,0,0,
21.06,129588,0,131072,0,0,
21.08,129878,0,131072,0,0,
21.1,130237,0,131072,0,0,
21.12,130685,0,131072,0,0,
21.14,127957,0,131072,0,0,
21.16,108446,0,131072,0,0,
21.18,86830,0,131072,0,0,
21.2,67734,0,131072,0,0,
21.22,54557,0,131072,0,0,
21.24,47731,0,131072,0,0,
21.26,43155,0,131072,0,0,
21.28,40663,0,131072,0,0,
21.3,40007,0,131072,0,0,
21.32,37314,0,131072,0,0,
21.34,41351,0,131072,0,0,
21.36,39124,0,131072,0,0,
21.38,42699,0,131072,0,0,
21.4,42067,0,131072,0,0,
21.42,44765,0,131072,0,0,
21.44,41805,0,131072,0,0,
21.46,53641,0,131072,0,0,
21.48,91269,0,131072,0,0,
21.5,132458,0,131072,0,0,
21.52,132828,0,131072,0,0,
21.54,134854,0,131072,0,0,
21.56,133833,0,131072,0,0,
21.58,134295,0,131072,0,0,
21.6,132233,0,131072,0,0,
21.62,130974,0,131072,0,0,
21.64,131071,0,131072,0,0,
21.66,131071,0,131072,0,0,
21.68,131065,0,131072,0,0,
21.7,131069,0,131072,0,0,
21.72,131064,0,131072,0,0,
21.74,131074,0,131072,0,0,
21.76,131066,0,131072,0,0,
21.78,131069,0,131072,0,0,
21.8,131077,0,131072,0,0,
21.82,131073,0,131072,0,0,
21.84,131061,0,131072,0,0,
21.86,131051,0,131072,0,0,
21.88,131045,0,131072,0,0,
21.9,131071,0,131072,0,0,
21.92,131058,0,131072,0,0,
21.94,131072,0,131072,0,0,
21.96,131057,0,131072,0,0,
21.98,131063,0,131072,0,0,
22,131074,0,131072,0,0,
22.02,131055,0,131072,0,0,
22.04,131080,0,131072,0,0,
22.06,131061,0,131072,0,0,
22.08,131076,0,131072,0,0,
22.1,131074,0,131072,0,0,
22.12,130972,0,131072,0,0,
22.14,130402,0,131072,0,0,
22.16,130354,0,131072,0,0,
22.18,130604,0,131072,0,0,
22.2,130093,0,131072,0,0,
22.22,130427,0,131072,0,0,
22.24,130442,0,131072,0,0,
22.26,130331,0,131072,0,0,
22.28,131194,0,131072,0,0,
22.3,130170,0,131072,0,0,
22.32,130330,0,131072,0,0,
22.34,130192,0,131072,0,0,
22.36,130055,0,131072,0,0,
22.38,130800,0,131072,0,0,
22.4,129614,0,131072,0,0,
22.42,130277,0,131072,0,0,
22.44,130201,0,131072,0,0,
22.46,116160,0,131072,0,0,
22.48,93495,0,131072,0,0,
22.5,74770,0,131072,0,0,
22.52,60402,0,131072,0,0,
22.54,54223,0,131072,0,0,
22.56,45782,0,131072,0,0,
22.58,44746,0,131072,0,0,
22.6,41743,0,131072,0,0,
22.62,39474,0,131072,0,0,
22.64,39613,0,131072,0,0,
22.66,38008,0,131072,0,0,
22.68,36869,0,131072,0,0,
22.7,35677,0,131072,0,0,
22.72,37573,0,131072,0,0,
22.74,37146,0,131072,0,0,
22.76,35918,0,131072,0,0,
22.78,35583,0,131072,0,0,
22.8,38778,0,131072,0,0,
22.82,36787,0,131072,0,0,
22.84,40858,0,131072,0,0,
22.86,38092,0,131072,0,0,
22.88,41947,0,131072,0,0,
22.9,40856,0,131072,0,0,
22.92,42446,0,131072,0,0,
22.94,38380,0,131072,0,0,
22.96,39706,0,131072,0,0,
22.98,39058,0,131072,0,0,
23,37240,0,131072,0,0,
23.02,35799,0,131072,0,0,
23.04,38238,0,131072,0,0,
23.06,36688,0,131072,0,0,
23.08,36909,0,131072,0,0,
23.1,39113,0,131072,0,0,
23.12,38206,0,131072,0,0,
23.14,41094,0,131072,0,0,
23.16,40712,0,131072,0,0,
23.18,41907,0,131072,0,0,
23.2,39016,0,131072,0,0,
23.22,41366,0,131072,0,0,
23.24,38770,0,131072,0,0,
23.26,38640,0,131072,0,0,
23.28,38462,0,131072,0,0,
23.3,37254,0,131072,0,0,
23.32,36356,0,131072,0,0,
23.34,37977,0,131072,0,0,
23.36,35350,0,131072,0,0,
23.38,37498,0,131072,0,0,
23.4,38309,0,131072,0,0,
23.42,36377,0,131072,0,0,
23.44,35061,0,131072,0,0,
23.46,34288,0,131072,0,0,
23.48,36121,0,131072,0,0,
23.5,37527,0,131072,0,0,
23.52,38293,0,131072,0,0,
23.54,40193,0,131072,0,0,
23.56,40741,0,131072,0,0,
23.58,42640,0,131072,0,0,
23.6,41162,0,131072,0,0,
23.62,38520,0,131072,0,0,
23.64,37577,0,131072,0,0,
23.66,36906,0,131072,0,0,
23.68,35572,0,131072,0,0,
23.7,35886,0,131072,0,0,
23.72,38443,0,131072,0,0,
23.74,35877,0,131072,0,0,
23.76,38104,0,131072,0,0,
23.78,38008,0,131072,0,0,
23.8,40027,0,131072,0,0,
23.82,39927,0,131072,0,0,
23.84,41422,0,131072,0,0,
23.86,40797,0,131072,0,0,
23.88,38015,0,131072,0,0,
23.9,41689,0,131072,0,0,
23.92,40176,0,131072,0,0,
23.94,41757,0,131072,0,0,
23.96,42742,0,131072,0,0,
23.98,41411,0,131072,0,0,
24,39117,0,131072,0,0,
24.02,36702,0,131072,0,0,
24.04,34906,0,131072,0,0,
24.06,37244,0,131072,0,0,
24.08,37548,0,131072,0,0,
24.1,35332,0,131072,0,0,
24.12,36257,0,131072,0,0,
24.14,35800,0,131072,0,0,
24.16,35051,0,131072,0,0,
24.18,37809,0,131072,0,0,
24.2,37664,0,131072,0,0,
24.22,38153,0,131072,0,0,
24.24,38820,0,131072,0,0,
24.26,38611,0,131072,0,0,
24.28,41307,0,131072,0,0,
24.3,39100,0,131072,0,0,
24.32,40889,0,131072,0,0,
24.34,38824,0,131072,0,0,
24.36,41470,0,131072,0,0,
24.38,37682,0,131072,0,0,
24.4,41042,0,131072,0,0,
24.42,37814,0,131072,0,0,
24.44,42807,0,131072,0,0,
24.46,39064,0,131072,0,0,
24.48,41099,0,131072,0,0,
24.5,39067,0,131072,0,0,
24.52,41545,0,131072,0,0,
24.54,39850,0,131072,0,0,
24.56,38630,0,131072,0,0,
24.58,39769,0,131072,0,0,
24.6,36684,0,131072,0,0,
24.62,39181,0,131072,0,0,
24.64,37903,0,131072,0,0,
24.66,35967,0,131072,0,0,
24.68,36605,0,131072,0,0,
24.7,38129,0,131072,0,0,
24.72,38952,0,131072,0,0,
24.74,40748,0,131072,0,0,
24.76,37271,0,131072,0,0,
24.78,41048,0,131072,0,0,
24.8,37803,0,131072,0,0,
24.82,40371,0,131072,0,0,
24.84,39082,0,131072,0,0,
24.86,38786,0,131072,0,0,
24.88,39579,0,131072,0,0,
24.9,39266,0,131072,0,0,
24.92,39877,0,131072,0,0,
24.94,40138,0,131072,0,0,
24.96,40273,0,131072,0,0,
24.98,38497,0,131072,0,0,
25,39891,0,131072,0,0,
25.02,42269,0,131072,0,0,
25.04,41191,0,131072,0,0,
25.06,37994,0,131072,0,0,
25.08,41313,0,131072,0,0,
25.1,38252,0,131072,0,0,
25.12,41469,0,131072,0,0,
25.14,38578,0,131072,0,0,
25.16,41253,0,131072,0,0,
25.18,38883,0,131072,0,0,
25.2,39079,0,131072,0,0,
25.22,39038,0,131072,0,0,
25.24,36864,0,131072,0,0,
25.26,38271,0,131072,0,0,
25.28,37261,0,131072,0,0,
25.3,35169,0,131072,0,0,
25.32,35726,0,131072,0,0,
25.34,38543,0,131072,0,0,
25.36,37077,0,131072,0,0,
25.38,39203,0,131072,0,0,
25.4,43645,0,131072,0,0,
25.42,41683,0,131072,0,0,
25.44,38254,0,131072,0,0,
25.46,40236,0,131072,0,0,
25.48,37333,0,131072,0,0,
25.5,39515,0,131072,0,0,
25.52,38518,0,131072,0,0,
25.54,37900,0,131072,0,0,
25.56,39082,0,131072,0,0,
25.58,36420,0,131072,0,0,
25.6,37935,0,131072,0,0,
25.62,36884,0,131072,0,0,
25.64,36327,0,131072,0,0,
25.66,38384,0,131072,0,0,
25.68,36670,0,131072,0,0,
25.7,37584,0,131072,0,0,
25.72,38558,0,131072,0,0,
25.74,36410,0,131072,0,0,
25.76,40281,0,131072,0,0,
25.78,37163,0,131072,0,0,
25.8,40388,0,131072,0,0,
25.82,38070,0,131072,0,0,
25.84,41058,0,131072,0,0,
25.86,38025,0,131072,0,0,
25.88,40810,0,131072,0,0,
25.9,38323,0,131072,0,0,
25.92,39320,0,131072,0,0,
25.94,39022,0,131072,0,0,
25.96,37111,0,131072,0,0,
25.98,34990,0,131072,0,0,
26,34991,0,131072,0,0,
26.02,36461,0,131072,0,0,
26.04,36246,0,131072,0,0,
26.06,35004,0,131072,0,0,
26.08,33782,0,131072,0,0,
26.1,34910,0,131072,0,0,
26.12,35284,0,131072,0,0,
26.14,35357,0,131072,0,0,
26.16,34559,0,131072,0,0,
26.18,34313,0,131072,0,0,
26.2,34393,0,131072,0,0,
26.22,36900,0,131072,0,0,
26.24,36920,0,131072,0,0,
26.26,34889,0,131072,0,0,
26.28,37169,0,131072,0,0,
26.3,36198,0,131072,0,0,
26.32,35217,0,131072,0,0,
26.34,36223,0,131072,0,0,
26.36,36342,0,131072,0,0,
26.38,38979,0,131072,0,0,
26.4,38336,0,131072,0,0,
26.42,43221,0,131072,0,0,
26.44,40348,0,131072,0,0,
26.46,41713,0,131072,0,0,
26.48,40105,0,131072,0,0,
26.5,36933,0,131072,0,0,
26.52,39561,0,131072,0,0,
26.54,38754,0,131072,0,0,
26.56,35538,0,131072,0,0,
26.58,36872,0,131072,0,0,
26.6,37667,0,131072,0,0,
26.62,36136,0,131072,0,0,
26.64,34815,0,131072,0,0,
26.66,34687,0,131072,0,0,
26.68,37362,0,131072,0,0,
26.7,35751,0,131072,0,0,
26.72,37081,0,131072,0,0,
26.74,37782,0,131072,0,0,
26.76,42830,0,131072,0,0,
26.78,40642,0,131072,0,0,
26.8,41393,0,131072,0,0,
26.82,39746,0,131072,0,0,
26.84,37576,0,131072,0,0,
26.86,35687,0,131072,0,0,
26.88,36049,0,131072,0,0,
26.9,36330,0,131072,0,0,
26.92,35477,0,131072,0,0,
26.94,34426,0,131072,0,0,
26.96,33530,0,131072,0,0,
26.98,34807,0,131072,0,0,
27,34611,0,131072,0,0,
27.02,35340,0,131072,0,0,
27.04,34662,0,131072,0,0,
27.06,33873,0,131072,0,0,
27.08,33615,0,131072,0,0,
27.1,36867,0,131072,0,0,
27.12,35887,0,131072,0,0,
27.14,34860,0,131072,0,0,
27.16,36612,0,131072,0,0,
27.18,35726,0,131072,0,0,
27.2,34790,0,131072,0,0,
27.22,36485,0,131072,0,0,
27.24,35774,0,131072,0,0,
27.26,34118,0,131072,0,0,
27.28,34908,0,131072,0,0,
27.3,36840,0,131072,0,0,
27.32,37921,0,131072,0,0,
27.34,35964,0,131072,0,0,
27.36,39198,0,131072,0,0,
27.38,36305,0,131072,0,0,
27.4,39420,0,131072,0,0,
27.42,38058,0,131072,0,0,
27.44,41040,0,131072,0,0,
27.46,38406,0,131072,0,0,
27.48,39993,0,131072,0,0,
27.5,39472,0,131072,0,0,
27.52,36586,0,131072,0,0,
27.54,37693,0,131072,0,0,
27.56,37172,0,131072,0,0,
27.58,35521,0,131072,0,0,
27.6,36935,0,131072,0,0,
27.62,36784,0,131072,0,0,
27.64,35607,0,131072,0,0,
27.66,39124,0,131072,0,0,
27.68,36672,0,131072,0,0,
27.7,41054,0,131072,0,0,
27.72,37830,0,131072,0,0,
27.74,39030,0,131072,0,0,
27.76,38165,0,131072,0,0,
27.78,36298,0,131072,0,0,
27.8,36014,0,131072,0,0,
27.82,36234,0,131072,0,0,
27.84,35312,0,131072,0,0,
27.86,34265,0,131072,0,0,
27.88,35855,0,131072,0,0,
27.9,35784,0,131072,0,0,
27.92,34932,0,131072,0,0,
27.94,34758,0,131072,0,0,
27.96,34502,0,131072,0,0,
27.98,37439,0,131072,0,0,
28,36348,0,131072,0,0,
28.02,36292,0,131072,0,0,
28.04,38574,0,131072,0,0,
28.06,35912,0,131072,0,0,
28.08,39634,0,131072,0,0,
28.1,37386,0,131072,0,0,
28.12,40950,0,131072,0,0,
28.14,43263,0,131072,0,0,
28.16,41703,0,131072,0,0,
28.18,38632,0,131072,0,0,
28.2,36168,0,131072,0,0,
28.22,35440,0,131072,0,0,
28.24,37245,0,131072,0,0,
28.26,36141,0,131072,0,0,
28.28,34411,0,131072,0,0,
28.3,33970,0,131072,0,0,
28.32,34867,0,131072,0,0,
28.34,36224,0,131072,0,0,
28.36,33906,0,131072,0,0,
28.38,37609,0,131072,0,0,
28.4,37742,0,131072,0,0,
28.42,39221,0,131072,0,0,
28.44,36828,0,131072,0,0,
28.46,38860,0,131072,0,0,
28.48,38023,0,131072,0,0,
28.5,35318,0,131072,0,0,
28.52,36921,0,131072,0,0,
28.54,36577,0,131072,0,0,
28.56,35286,0,131072,0,0,
28.58,34373,0,131072,0,0,
28.6,33713,0,131072,0,0,
28.62,36500,0,131072,0,0,
28.64,35735,0,131072,0,0,
28.66,38380,0,131072,0,0,
28.68,38304,0,131072,0,0,
28.7,40293,0,131072,0,0,
28.72,39500,0,131072,0,0,
28.74,36831,0,131072,0,0,
28.76,36273,0,131072,0,0,
28.78,37629,0,131072,0,0,
28.8,36165,0,131072,0,0,
28.82,34523,0,131072,0,0,
28.84,34437,0,131072,0,0,
28.86,35089,0,131072,0,0,
28.88,34970,0,131072,0,0,
28.9,34347,0,131072,0,0,
28.92,35355,0,131072,0,0,
28.94,35253,0,131072,0,0,
28.96,34368,0,131072,0,0,
28.98,33807,0,131072,0,0,
29,36056,0,131072,0,0,
29.02,35313,0,131072,0,0,
29.04,34629,0,131072,0,0,
29.06,37944,0,131072,0,0,
29.08,35516,0,131072,0,0,
29.1,37809,0,131072,0,0,
29.12,36502,0,131072,0,0,
29.14,34894,0,131072,0,0,
29.16,35876,0,131072,0,0,
29.18,37029,0,131072,0,0,
29.2,37836,0,131072,0,0,
29.22,39024,0,131072,0,0,
29.24,35576,0,131072,0,0,
29.26,37483,0,131072,0,0,
29.28,36782,0,131072,0,0,
29.3,-13700,0,0,0,0,
29.32,-632,0,0,0,0,
29.34,1166,0,0,0,0,
29.36,846,0,0,0,0,
29.38,1009,0,0,0,0,
29.4,1170,0,0,0,0,
29.42,1425,0,0,0,0,
29.44,1843,0,0,0,0,
29.46,34,0,0,0,0,
29.48,54,0,0,0,0,
29.5,-13,0,0,0,0,
29.52,15,0,0,0,0,
29.54,31,0,0,0,0,
29.56,21,0,0,0,0,
29.58,-39,0,0,0,0,
29.6,85,0,0,0,0,
29.62,352,0,0,0,0,
29.64,167,0,0,0,0,
29.66,73,0,0,0,0,
29.68,112,0,0,0,0,
29.7,71,0,0,0,0,
29.72,68,0,0,0,0,
29.74,9,0,0,0,0,
29.76,22,0,0,0,0,
29.78,52,0,0,0,0,
29.8,35,0,0,0,0,
29.82,48,0,0,0,0,
29.84,108,0,0,0,0,
29.86,58,0,0,0,0,
29.88,6,0,0,0,0,
29.9,-5,0,0,0,0,
29.92,66,0,0,0,0,
29.94,72,0,0,0,0,
29.96,54,0,0,0,0,
29.98,14,0,0,0,0,
30,98,0,0,0,0,
30.02,93,0,0,0,0,
30.04,100,0,0,0,0,
30.06,70,0,0,0,0,
30.08,65,0,0,0,0,
30.1,104,0,0,0,0,
30.12,30,0,0,0,0,
30.14,26,0,0,0,0,
30.16,41,0,0,0,0,
30.18,74,0,0,0,0,
30.2,172,0,0,0,0,
30.22,38,0,0,0,0,
30.24,70,0,0,0,0,
30.26,42,0,0,0,0,
30.28,68,0,0,0,0,
30.3,76,0,0,0,0,
30.32,10,0,0,0,0,
30.34,50,0,0,0,0,
30.36,56,0,0,0,0,
30.38,11,0,0,0,0,
30.4,30,0,0,0,0,
30.42,37,0,0,0,0,
30.44,46,0,0,0,0,
30.46,5,0,0,0,0,
30.48,-5,0,0,0,0,
30.5,42,0,0,0,0,
30.52,101,0,0,0,0,
30.54,42,0,0,0,0,
30.56,-29,0,0,0,0,
30.58,9,0,0,0,0,
30.6,-18,0,0,0,0,
30.62,349,0,0,0,0,
30.64,35,0,0,0,0,
30.66,0,0,0,0,0,
30.68,-5,0,0,0,0,
30.7,-3,0,0,0,0,
30.72,-7,0,0,0,0,
30.74,0,0,0,0,0,
30.76,-10,0,0,0,0,
30.78,8,0,0,0,0,
30.8,-7,0,0,0,0,
30.82,-1,0,0,0,0,
30.84,-3,0,0,0,0,
30.86,-5,0,0,0,0,
30.88,-1,0,0,0,0,
30.9,2,0,0,0,0,
30.92,3,0,0,0,0,
30.94,-22,0,0,0,0,
30.96,-1,0,0,0,0,
30.98,3,0,0,0,0,
31,-1,0,0,0,0,
31.02,-2,0,0,0,0,
31.04,-4,0,0,0,0,
31.06,-10,0,0,0,0,
31.08,-11,0,0,0,0,
31.1,-2,0,0,0,0,
31.12,-9,0,0,0,0,
31.14,-3,0,0,0,0,
31.16,-2,0,0,0,0,
31.18,0,0,0,0,0,
31.2,2,0,0,0,0,
31.22,0,0,0,0,0,
31.24,-3,0,0,0,0,
31.26,3,0,0,0,0,
31.28,3,0,0,0,0,
31.3,-11,0,0,0,0,
31.32,4,0,0,0,0,
31.34,-3,0,0,0,0,
31.36,7,0,0,0,0,
31.38,-8,0,0,0,0,
31.4,-6,0,0,0,0,
31.42,-14,0,0,0,0,
31.44,-10,0,0,0,0,
31.46,-5,0,0,0,0,
31.48,-1,0,0,0,0,
31.5,-11,0,0,0,0,
31.52,5,0,0,0,0,
31.54,-1,0,0,0,0,
31.56,-5,0,0,0,0,
31.58,-9,0,0,0,0,
31.6,-11,0,0,0,0,
31.62,-10,0,0,0,0,
31.64,-2,0,0,0,0,
31.66,-9,0,0,0,0,
31.68,-13,0,0,0,0,
31.7,-13,0,0,0,0,
31.72,0,0,0,0,0,
31.74,-15,0,0,0,0,
31.76,-12,0,0,0,0,
31.78,-3,0,0,0,0,
31.8,-22,0,0,0,0,
31.82,-13,0,0,0,0,
31.84,-2,0,0,0,0,
31.86,-15,0,0,0,0,
31.88,-1,0,0,0,0,
31.9,1,0,0,0,0,
31.92,-7,0,0,0,0,
31.94,7,0,0,0,0,
31.96,-1,0,0,0,0,
31.98,-3,0,0,0,0,
32,5,0,0,0,0,
32.02,-1,0,0,0,0,
