time [s],current,servo1.encoder.angularVelocity,servo1.velocitySetpoint,servo2.encoder.angularVelocity,velocity_ic,
15.34,0,-1.1568e+07,-9.32624e+06,0,0,
15.36,0,-1.08446e+07,-8.163e+06,0,0,
15.38,0,-9.66109e+06,-6.81335e+06,0,0,
15.4,0,-8.45477e+06,-5.35624e+06,0,0,
15.42,0,-6.93285e+06,-3.7358e+06,0,0,
15.44,0,-5.44054e+06,-2.21293e+06,0,0,
15.46,0,-3.73718e+06,-576298,0,0,
15.48,0,-1.95182e+06,987323,0,0,
15.5,0,-29130,2.69828e+06,0,0,
15.52,0,1.41081e+06,4.20667e+06,0,0,
15.54,0,3.07682e+06,5.80332e+06,0,0,
15.56,0,4.32052e+06,7.1617e+06,0,0,
15.58,0,5.90755e+06,8.54372e+06,0,0,
15.6,0,7.38834e+06,9.66673e+06,0,0,
15.62,0,8.86095e+06,1.07473e+07,0,0,
15.64,0,1.01389e+07,1.16029e+07,0,0,
15.66,0,1.10484e+07,1.22464e+07,0,0,
15.68,0,1.19802e+07,1.27546e+07,0,0,
15.7,0,1.27978e+07,1.30325e+07,0,0,
15.72,0,1.31193e+07,1.31049e+07,0,0,
15.74,0,1.35034e+07,1.29706e+07,0,0,
15.76,0,1.35167e+07,1.26534e+07,0,0,
15.78,0,1.32734e+07,1.20937e+07,0,0,
15.8,0,1.29921e+07,1.13649e+07,0,0,
15.82,0,1.22306e+07,1.05063e+07,0,0,
15.84,0,1.16323e+07,9.44123e+06,0,0,
15.86,0,1.05805e+07,8.22728e+06,0,0,
15.88,0,9.38474e+06,6.88357e+06,0,0,
15.9,0,8.03606e+06,5.35624e+06,0,0,
15.92,0,6.65724e+06,3.89338e+06,0,0,
15.94,0,5.1188e+06,2.21293e+06,0,0,
15.96,0,3.43982e+06,658562,0,0,
15.98,0,1.72191e+06,-987323,0,0,
16,0,33199,-2.61764e+06,0,0,
16.02,0,-1.44077e+06,-4.28459e+06,0,0,
16.04,0,-2.79962e+06,-5.80332e+06,0,0,
16.06,0,-4.42738e+06,-7.1617e+06,0,0,
16.08,0,-5.77624e+06,-8.48109e+06,0,0,
16.1,0,-7.29056e+06,-9.72216e+06,0,0,
16.12,0,-8.62678e+06,-1.07473e+07,0,0,
16.14,0,-9.90954e+06,-1.16029e+07,0,0,
16.16,0,-1.08835e+07,-1.22464e+07,0,0,
16.18,0,-1.17366e+07,-1.27546e+07,0,0,
16.2,0,-1.25102e+07,-1.30325e+07,0,0,
16.22,0,-1.30876e+07,-1.31049e+07,0,0,
16.24,0,-1.33542e+07,-1.29822e+07,0,0,
16.26,0,-1.34129e+07,-1.26317e+07,0,0,
16.28,0,-1.32859e+07,-1.20937e+07,0,0,
16.3,0,-1.29068e+07,-1.14057e+07,0,0,
16.32,0,-1.24671e+07,-1.05063e+07,0,0,
16.34,0,-1.17138e+07,-9.44123e+06,0,0,
16.36,0,-1.07566e+07,-8.163e+06,0,0,
16.38,0,-9.8006e+06,-6.81335e+06,0,0,
16.4,0,-8.50055e+06,-5.4313e+06,0,0,
16.42,0,-7.10997e+06,-3.81467e+06,0,0,
16.44,0,-5.3735e+06,-2.29406e+06,0,0,
16.46,0,-3.73282e+06,-576298,0,0,
16.48,0,-1.95913e+06,905183,0,0,
16.5,0,-114086,2.61764e+06,0,0,
16.52,0,1.28914e+06,4.20667e+06,0,0,
16.54,0,3.04112e+06,5.72936e+06,0,0,
16.56,0,4.37244e+06,7.09258e+06,0,0,
16.58,0,5.99123e+06,8.48109e+06,0,0,
16.6,0,7.4251e+06,9.66673e+06,0,0,
16.62,0,8.77895e+06,1.06521e+07,0,0,
16.64,0,1.01283e+07,1.15644e+07,0,0,
16.66,0,1.10809e+07,1.22168e+07,0,0,
16.68,0,1.20182e+07,1.27354e+07,0,0,
16.7,0,1.27179e+07,1.30235e+07,0,0,
16.72,0,1.32855e+07,1.31069e+07,0,0,
16.74,0,1.34605e+07,1.29706e+07,0,0,
16.76,0,1.36317e+07,1.26534e+07,0,0,
16.78,0,1.34492e+07,1.21252e+07,0,0,
16.8,0,1.30124e+07,1.14057e+07,0,0,
16.82,0,1.24306e+07,1.05063e+07,0,0,
16.84,0,1.16022e+07,9.44123e+06,0,0,
16.86,0,1.05934e+07,8.22728e+06,0,0,
16.88,0,9.49354e+06,6.95352e+06,0,0,
16.9,0,8.19105e+06,5.4313e+06,0,0,
16.92,0,6.76394e+06,3.89338e+06,0,0,
16.94,0,5.27326e+06,2.29406e+06,0,0,
16.96,0,3.54438e+06,740799,0,0,
16.98,0,1.96056e+06,-905183,0,0,
17,0,84403,-2.61764e+06,0,0,
17.02,0,-1.32707e+06,-4.12859e+06,0,0,
17.04,0,-2.70072e+06,-5.65518e+06,0,0,
17.06,0,-4.2739e+06,-7.09258e+06,0,0,
17.08,0,-5.73624e+06,-8.48109e+06,0,0,
17.1,0,-7.23446e+06,-9.66673e+06,0,0,
17.12,0,-8.56863e+06,-1.06521e+07,0,0,
17.14,0,-9.74087e+06,-1.15644e+07,0,0,
17.16,0,-1.08958e+07,-1.22168e+07,0,0,
17.18,0,-1.16185e+07,-1.27354e+07,0,0,
17.2,0,-1.24948e+07,-1.30139e+07,0,0,
17.22,0,-1.30556e+07,-1.31049e+07,0,0,
17.24,0,-1.32935e+07,-1.29933e+07,0,0,
17.26,0,-1.34054e+07,-1.26534e+07,0,0,
17.28,0,-1.31445e+07,-1.21252e+07,0,0,
17.3,0,-1.3009e+07,-1.14057e+07,0,0,
17.32,0,-1.25707e+07,-1.05063e+07,0,0,
17.34,0,-1.16407e+07,-9.49817e+06,0,0,
17.36,0,-1.07973e+07,-8.29122e+06,0,0,
17.38,0,-9.74965e+06,-6.88357e+06,0,0,
17.4,0,-8.43985e+06,-5.50615e+06,0,0,
17.42,0,-7.16614e+06,-3.97194e+06,0,0,
17.44,0,-5.66192e+06,-2.3751e+06,0,0,
17.46,0,-3.98729e+06,-658562,0,0,
17.48,0,-2.13282e+06,905183,0,0,
17.5,0,-362132,2.53689e+06,0,0,
17.52,0,1.15619e+06,4.05035e+06,0,0,
17.54,0,2.71252e+06,5.65518e+06,0,0,
17.56,0,4.18894e+06,7.09258e+06,0,0,
17.58,0,5.86278e+06,8.41813e+06,0,0,
17.6,0,7.26765e+06,9.61092e+06,0,0,
17.62,0,8.65422e+06,1.06521e+07,0,0,
17.64,0,9.93766e+06,1.15254e+07,0,0,
17.66,0,1.11125e+07,1.22168e+07,0,0,
17.68,0,1.20218e+07,1.27156e+07,0,0,
17.7,0,1.27728e+07,1.30139e+07,0,0,
17.72,0,1.31927e+07,1.31072e+07,0,0,
17.74,0,1.35332e+07,1.29933e+07,0,0,
17.76,0,1.36413e+07,1.26954e+07,0,0,
17.78,0,1.35069e+07,1.21562e+07,0,0,
17.8,0,1.3127e+07,1.1446e+07,0,0,
17.82,0,1.23889e+07,1.05553e+07,0,0,
17.84,0,1.17878e+07,9.55474e+06,0,0,
17.86,0,1.06852e+07,8.35484e+06,0,0,
17.88,0,9.58972e+06,6.95352e+06,0,0,
17.9,0,8.2542e+06,5.58077e+06,0,0,
17.92,0,6.76976e+06,4.05035e+06,0,0,
17.94,0,5.10785e+06,2.3751e+06,0,0,
17.96,0,3.63954e+06,740799,0,0,
17.98,0,1.93936e+06,-905183,0,0,
18,0,252692,-2.53689e+06,0,0,
18.02,0,-1.25124e+06,-4.12859e+06,0,0,
18.04,0,-2.72468e+06,-5.65518e+06,0,0,
18.06,0,-4.28075e+06,-7.09258e+06,0,0,
18.08,0,-5.70682e+06,-8.41813e+06,0,0,
18.1,0,-7.16667e+06,-9.61092e+06,0,0,
18.12,0,-8.41959e+06,-1.06521e+07,0,0,
18.14,0,-9.72178e+06,-1.15254e+07,0,0,
18.16,0,-1.08288e+07,-1.22168e+07,0,0,
18.18,0,-1.16454e+07,-1.27156e+07,0,0,
18.2,0,-1.24681e+07,-1.30139e+07,0,0,
18.22,0,-1.29977e+07,-1.31069e+07,0,0,
18.24,0,-1.33166e+07,-1.29933e+07,0,0,
18.26,0,-1.3408e+07,-1.26534e+07,0,0,
18.28,0,-1.33357e+07,-1.21562e+07,0,0,
18.3,0,-1.29134e+07,-1.1446e+07,0,0,
18.32,0,-1.24683e+07,-1.05553e+07,0,0,
18.34,0,-1.17141e+07,-9.49817e+06,0,0,
18.36,0,-1.08328e+07,-8.29122e+06,0,0,
18.38,0,-9.83075e+06,-6.95352e+06,0,0,
18.4,0,-8.64749e+06,-5.50615e+06,0,0,
18.42,0,-7.24717e+06,-3.97194e+06,0,0,
18.44,0,-5.63655e+06,-2.3751e+06,0,0,
18.46,0,-3.92794e+06,-740799,0,0,
18.48,0,-2.15576e+06,823007,0,0,
18.5,0,-415438,2.45604e+06,0,0,
18.52,0,977992,4.05035e+06,0,0,
18.54,0,2.74557e+06,5.58077e+06,0,0,
18.56,0,4.21925e+06,7.02319e+06,0,0,
18.58,0,5.81331e+06,8.35484e+06,0,0,
18.6,0,7.09014e+06,9.55474e+06,0,0,
18.62,0,8.63102e+06,1.06039e+07,0,0,
18.64,0,9.88434e+06,1.14859e+07,0,0,
18.66,0,1.10517e+07,1.21868e+07,0,0,
18.68,0,1.19497e+07,1.26954e+07,0,0,
18.7,0,1.27633e+07,1.30038e+07,0,0,
18.72,0,1.30846e+07,1.31072e+07,0,0,
18.74,0,1.36393e+07,1.30038e+07,0,0,
18.76,0,1.35682e+07,1.26954e+07,0,0,
18.78,0,1.34207e+07,1.21868e+07,0,0,
18.8,0,1.30087e+07,1.14859e+07,0,0,
18.82,0,1.24601e+07,1.06039e+07,0,0,
18.84,0,1.17435e+07,9.55474e+06,0,0,
18.86,0,1.08163e+07,8.35484e+06,0,0,
18.88,0,9.5505e+06,7.02319e+06,0,0,
18.9,0,8.27917e+06,5.58077e+06,0,0,
18.92,0,6.94646e+06,4.05035e+06,0,0,
18.94,0,5.37822e+06,2.45604e+06,0,0,
18.96,0,3.72859e+06,823007,0,0,
18.98,0,2.0991e+06,-823007,0,0,
19,0,434089,-2.45604e+06,0,0,
19.02,0,-1.03183e+06,-4.05035e+06,0,0,
19.04,0,-2.56105e+06,-5.58077e+06,0,0,
19.06,0,-4.14487e+06,-7.02319e+06,0,0,
19.08,0,-5.51796e+06,-8.35484e+06,0,0,
19.1,0,-7.17805e+06,-9.55474e+06,0,0,
19.12,0,-8.41052e+06,-1.06039e+07,0,0,
19.14,0,-9.51575e+06,-1.14859e+07,0,0,
19.16,0,-1.0726e+07,-1.22168e+07,0,0,
19.18,0,-1.16098e+07,-1.26954e+07,0,0,
19.2,0,-1.24435e+07,-1.30038e+07,0,0,
19.22,0,-1.30225e+07,-1.31072e+07,0,0,
19.24,0,-1.32894e+07,-1.30038e+07,0,0,
19.26,0,-1.35452e+07,-1.26954e+07,0,0,
19.28,0,-1.31623e+07,-1.21868e+07,0,0,
19.3,0,-1.30113e+07,-1.14859e+07,0,0,
19.32,0,-1.25958e+07,-1.06039e+07,0,0,
19.34,0,-1.17247e+07,-9.55474e+06,0,0,
19.36,0,-1.08723e+07,-8.35484e+06,0,0,
19.38,0,-9.81568e+06,-7.02319e+06,0,0,
19.4,0,-8.73008e+06,-5.58077e+06,0,0,
19.42,0,-7.30846e+06,-4.05035e+06,0,0,
19.44,0,-5.70534e+06,-2.45604e+06,0,0,
19.46,0,-4.05135e+06,-823007,0,0,
19.48,0,-2.22194e+06,740799,0,0,
19.5,0,-595096,2.3751e+06,0,0,
19.52,0,870282,3.97194e+06,0,0,
19.54,0,2.47637e+06,5.50615e+06,0,0,
19.56,0,4.1642e+06,6.95352e+06,0,0,
19.58,0,5.65792e+06,8.29122e+06,0,0,
19.6,0,7.30113e+06,9.49817e+06,0,0,
19.62,0,8.45675e+06,1.05553e+07,0,0,
19.64,0,9.84144e+06,1.1446e+07,0,0,
19.66,0,1.10155e+07,1.21562e+07,0,0,
