time [s],adc1_ema,adc1_med,adc[0],servo1.encoder.angle,servo1.encoder.angularVelocity,servo1.positionSetpoint,
4.71,0,0,0,6.5025e+06,0,6.5536e+06,
4.72,0,0,0,6.5025e+06,0,6.5536e+06,
4.73,0,0,0,6.5025e+06,0,6.5536e+06,
4.74024,0,0,0,6.5025e+06,0,6.5536e+06,
4.75,0,0,0,6.5025e+06,0,6.5536e+06,
4.76,0,0,0,6.5025e+06,0,6.5536e+06,
4.77,0,0,0,6.5025e+06,0,6.5536e+06,
4.78009,0,0,0,6.5025e+06,0,6.5536e+06,
4.79,0,0,0,6.5025e+06,0,6.5536e+06,
4.8,0,0,0,6.5025e+06,0,6.5536e+06,
4.81,0,0,0,6.5025e+06,0,6.5536e+06,
4.82006,0,0,0,6.5025e+06,0,6.5536e+06,
4.83,0,0,0,6.5025e+06,0,6.5536e+06,
4.84,0,0,0,6.5025e+06,0,6.5536e+06,
4.85,0,0,0,6.5025e+06,0,6.5536e+06,
4.86,0,0,0,6.5025e+06,0,6.5536e+06,
4.87,0,0,0,6.5025e+06,0,6.5536e+06,
4.88,0,0,0,6.5025e+06,0,6.5536e+06,
4.89,0,0,0,6.5025e+06,0,6.5536e+06,
4.9,0,0,0,6.5025e+06,0,6.5536e+06,
4.91,0,0,0,6.5025e+06,0,6.5536e+06,
4.92,0,0,0,6.5025e+06,0,6.5536e+06,
4.93,0,0,0,6.5025e+06,0,6.5536e+06,
4.94011,0,0,0,6.5025e+06,0,6.5536e+06,
4.95005,0,0,0,6.5025e+06,0,6.5536e+06,
4.96,0,0,0,6.5025e+06,0,6.5536e+06,
4.97,0,0,0,6.5025e+06,0,6.5536e+06,
4.98,0,0,0,6.5025e+06,0,6.5536e+06,
4.99,0,0,0,6.5025e+06,0,6.5536e+06,
5,0,0,0,6.5025e+06,0,6.5536e+06,
5.01,0,0,0,6.5025e+06,0,6.5536e+06,
5.02005,0,0,0,6.5025e+06,0,6.5536e+06,
5.03,0,0,0,6.5025e+06,0,6.5536e+06,
5.04,0,0,0,6.5025e+06,0,6.5536e+06,
5.05,0,0,0,6.5025e+06,0,6.5536e+06,
5.06,0,0,0,6.5025e+06,0,6.5536e+06,
5.07,0,0,0,6.5025e+06,0,6.5536e+06,
5.08,0,0,0,6.5025e+06,0,6.5536e+06,
5.09,0,0,0,6.5025e+06,0,6.5536e+06,
5.10007,0,0,0,6.5025e+06,0,6.5536e+06,
5.11,0,0,0,6.5025e+06,0,6.5536e+06,
5.12,0,0,0,6.5025e+06,0,6.5536e+06,
5.13,0,0,0,6.5025e+06,0,6.5536e+06,
5.14,0,0,0,6.5025e+06,0,6.5536e+06,
5.15,0,0,0,6.5025e+06,0,6.5536e+06,
5.16,0,0,0,6.5025e+06,0,6.5536e+06,
5.17,0,0,0,6.5025e+06,0,6.5536e+06,
5.18,0,0,0,6.5025e+06,0,6.5536e+06,
5.19,0,0,0,6.5025e+06,0,6.5536e+06,
5.2,0,0,0,6.5025e+06,0,6.5536e+06,
5.21,0,0,0,6.5025e+06,0,6.5536e+06,
5.22061,0,0,0,6.5025e+06,0,6.5536e+06,
5.23,0,0,0,6.5025e+06,0,6.5536e+06,
5.24,0,0,0,6.5025e+06,0,6.5536e+06,
5.25016,0,0,0,6.5025e+06,0,6.5536e+06,
5.26,0,0,0,6.5025e+06,0,6.5536e+06,
5.27,0,0,0,6.5025e+06,0,6.5536e+06,
5.28,0,0,0,6.5025e+06,0,6.5536e+06,
5.29,0,0,0,6.5025e+06,0,6.5536e+06,
5.3,0,0,0,6.5025e+06,0,6.5536e+06,
5.31,0,0,0,6.5025e+06,0,6.5536e+06,
5.32,0,0,0,6.5025e+06,0,6.5536e+06,
5.33,0,0,0,6.5025e+06,0,6.5536e+06,
5.34012,0,0,0,6.5025e+06,0,6.5536e+06,
5.35,0,0,0,6.5025e+06,0,6.5536e+06,
5.36,0,0,0,6.5025e+06,0,6.5536e+06,
5.37,0,0,0,6.5025e+06,0,6.5536e+06,
5.38011,0,0,0,6.5025e+06,0,6.5536e+06,
5.39,0,0,0,6.5025e+06,0,6.5536e+06,
5.4,0,0,0,6.5025e+06,0,6.5536e+06,
5.41,0,0,0,6.5025e+06,0,6.5536e+06,
5.42,0,0,0,6.5025e+06,0,6.5536e+06,
5.43,0,0,0,6.5025e+06,0,6.5536e+06,
5.44,0,0,0,6.5025e+06,0,6.5536e+06,
5.45,0,0,0,6.5025e+06,0,6.5536e+06,
5.46013,0,0,0,6.5025e+06,0,6.5536e+06,
5.47,0,0,0,6.5025e+06,0,6.5536e+06,
5.48,0,0,0,6.5025e+06,0,6.5536e+06,
5.49,0,0,0,6.5025e+06,0,6.5536e+06,
5.5,0,0,0,6.5025e+06,0,6.5536e+06,
5.51,0,0,0,6.5025e+06,0,6.5536e+06,
5.52,0,0,0,6.5025e+06,0,6.5536e+06,
5.53,0,0,0,6.5025e+06,0,6.5536e+06,
5.54,0,0,0,6.5025e+06,0,6.5536e+06,
5.55,0,0,0,6.5025e+06,0,6.5536e+06,
5.56,0,0,0,6.5025e+06,0,6.5536e+06,
5.57,0,0,0,6.5025e+06,0,6.5536e+06,
5.58,0,0,0,6.5025e+06,0,6.5536e+06,
5.59,0,0,0,6.5025e+06,0,6.5536e+06,
5.6,0,0,0,6.5025e+06,0,6.5536e+06,
5.61,0,0,0,6.5025e+06,0,6.5536e+06,
5.62,0,0,0,6.5025e+06,0,6.5536e+06,
5.63,0,0,0,6.5025e+06,0,6.5536e+06,
5.64,0,0,0,6.5025e+06,0,6.5536e+06,
5.65,0,0,0,6.5025e+06,0,6.5536e+06,
5.66,0,0,0,6.5025e+06,0,6.5536e+06,
5.67,0,0,0,6.5025e+06,0,6.5536e+06,
5.68,0,0,0,6.5025e+06,0,6.5536e+06,
5.69,0,0,0,6.5025e+06,0,6.5536e+06,
5.70007,0,0,0,6.5025e+06,0,6.5536e+06,
5.71,0,0,0,6.5025e+06,0,6.5536e+06,
5.72,0,0,0,6.5025e+06,0,6.5536e+06,
5.73,0,0,0,6.5025e+06,0,6.5536e+06,
5.74,0,0,0,6.5025e+06,0,6.5536e+06,
5.75,0,0,0,6.5025e+06,0,6.5536e+06,
5.76,0,0,0,6.5025e+06,0,6.5536e+06,
5.77,0,0,0,6.5025e+06,0,6.5536e+06,
5.78,0,0,0,6.5025e+06,0,6.5536e+06,
5.79,0,0,0,6.5025e+06,0,6.5536e+06,
5.8,0,0,0,6.5025e+06,0,6.5536e+06,
5.81,0,0,0,6.5025e+06,0,6.5536e+06,
5.82,0,0,0,6.5025e+06,0,6.5536e+06,
5.83,0,0,0,6.5025e+06,0,6.5536e+06,
5.84,0,0,0,6.5025e+06,0,6.5536e+06,
5.85,0,0,0,6.5025e+06,0,6.5536e+06,
5.86012,0,0,0,6.5025e+06,0,6.5536e+06,
5.87,0,0,0,6.5025e+06,0,6.5536e+06,
5.88,0,0,0,6.5025e+06,0,6.5536e+06,
5.89,0,0,0,6.5025e+06,0,6.5536e+06,
5.90008,0,0,0,6.5025e+06,0,6.5536e+06,
5.91003,0,0,0,6.5025e+06,0,6.5536e+06,
5.92,0,0,0,6.5025e+06,0,6.5536e+06,
5.93,0,0,0,6.5025e+06,0,6.5536e+06,
5.94016,0,0,0,6.5025e+06,0,6.5536e+06,
5.95,0,0,0,6.5025e+06,0,6.5536e+06,
5.96,0,0,0,6.5025e+06,0,6.5536e+06,
5.97,0,0,0,6.5025e+06,0,6.5536e+06,
5.98009,0,0,0,6.5025e+06,0,6.5536e+06,
5.99,0,0,0,6.5025e+06,0,6.5536e+06,
6,0,0,0,6.5025e+06,0,6.5536e+06,
6.01,0,0,0,6.5025e+06,0,6.5536e+06,
6.02041,0,0,0,6.5025e+06,0,6.5536e+06,
6.03,0,0,0,6.5025e+06,0,6.5536e+06,
6.04,0,0,0,6.5025e+06,0,6.5536e+06,
6.05,0,0,0,6.5025e+06,0,6.5536e+06,
6.06012,0,0,0,6.5025e+06,0,6.5536e+06,
6.07,0,0,0,6.5025e+06,0,6.5536e+06,
6.08,0,0,0,6.5025e+06,0,6.5536e+06,
6.09,0,0,0,6.5025e+06,0,6.5536e+06,
6.1,0,0,0,6.5025e+06,0,6.5536e+06,
6.11,0,0,0,6.5025e+06,0,6.5536e+06,
6.12,0,0,0,6.5025e+06,0,6.5536e+06,
6.13,0,0,0,6.5025e+06,0,6.5536e+06,
6.14,0,0,0,6.5025e+06,0,6.5536e+06,
6.15,0,0,0,6.5025e+06,0,6.5536e+06,
6.16,0,0,0,6.5025e+06,0,6.5536e+06,
6.17,0,0,0,6.5025e+06,0,6.5536e+06,
6.18015,0,0,0,6.5025e+06,0,6.5536e+06,
6.19,0,0,0,6.5025e+06,0,6.5536e+06,
6.2,0,0,0,6.5025e+06,0,6.5536e+06,
6.21,0,0,0,6.5025e+06,0,6.5536e+06,
6.22011,0,0,0,6.5025e+06,0,6.5536e+06,
6.23,0,0,0,6.5025e+06,0,6.5536e+06,
6.24,0,0,0,6.5025e+06,0,6.5536e+06,
6.25003,0,0,0,6.5025e+06,0,6.5536e+06,
6.26,0,0,0,6.5025e+06,0,6.5536e+06,
6.27,0,0,0,6.5025e+06,0,6.5536e+06,
6.28,0,0,0,6.5025e+06,0,6.5536e+06,
6.29,0,0,0,6.5025e+06,0,6.5536e+06,
6.30007,0,0,0,6.5025e+06,0,6.5536e+06,
6.31,0,0,0,6.5025e+06,0,6.5536e+06,
6.32,0,0,0,6.5025e+06,0,6.5536e+06,
6.33,0,0,0,6.5025e+06,0,6.5536e+06,
6.34,0,0,0,6.5025e+06,0,6.5536e+06,
6.35,0,0,0,6.5025e+06,0,6.5536e+06,
6.36,0,0,0,6.5025e+06,0,6.5536e+06,
6.37,0,0,0,6.5025e+06,0,6.5536e+06,
6.38009,0,0,0,6.5025e+06,0,6.5536e+06,
6.39,0,0,0,6.5025e+06,0,6.5536e+06,
6.4,0,0,0,6.5025e+06,0,6.5536e+06,
6.41,0,0,0,6.5025e+06,0,6.5536e+06,
