2.54815,4.8,0
2.55176,4.8,0
2.55496,4.8,0
2.55813,4.8,0
2.56132,4.8,0
2.56475,4.8,0
2.5679,4.8,0
2.571,4.8,0
2.57413,4.8,0
2.57732,4.8,0
2.58071,4.8,0
2.58381,4.8,0
2.58696,4.8,0
2.59011,4.8,0
2.59333,4.8,0
2.59698,4.8,0
2.60034,4.8,0
2.60349,4.8,0
2.60664,4.8,0
2.60982,4.8,0
2.61304,4.8,0
2.61617,4.8,0
2.61933,4.8,0
2.62249,4.8,0
2.62564,4.8,0
2.62909,4.8,0
2.63254,4.8,0
2.63584,4.8,0
2.6392,4.8,0
2.64239,4.8,0
2.64689,4.8,0
2.65105,4.8,0
2.65433,4.8,0
2.65774,4.8,0
2.66116,4.8,0
2.66486,4.8,0
2.6682,4.8,0
2.67151,4.8,0
2.67516,4.8,0
2.67834,4.8,0
2.68193,4.8,0
2.6856,4.8,0
2.68877,4.8,0
2.69237,4.8,0
2.69599,4.8,0
2.70016,4.8,0.000508186
2.70383,4.8,0.000914996
2.70733,4.8,0.00180928
2.71069,4.8,0.00227448
2.71434,4.8,0.00325409
2.71794,4.8,0.00423094
2.72133,4.8,0.00517922
2.72485,4.8,0.00564956
2.72804,4.8,0.00704167
2.73154,4.8,0.00790913
2.73484,4.8,0.00872469
2.7385,4.8,0.00948736
2.74188,4.8,0.0101974
2.74512,4.8,0.0112044
2.74844,4.8,0.0118249
2.75166,4.8,0.0124241
2.75485,4.8,0.0129407
2.758,4.8,0.0135586
2.76113,4.8,0.0138893
2.7645,4.8,0.0141205
2.76765,4.8,0.0143168
2.77082,4.8,0.0144949
2.77397,4.8,0.0146134
2.77712,4.8,0.0146994
2.78054,4.8,0.0147749
2.78417,4.8,0.0147956
2.78745,4.8,0.0148143
2.79078,4.8,0.0148238
2.79396,4.8,0.0148255
2.79734,4.8,0.0148262
2.80067,4.8,0.0148129
2.80382,4.8,0.0147654
2.80697,4.8,0.0147082
2.81013,4.8,0.0146498
2.81362,4.8,0.0145971
2.81734,4.8,0.0145277
2.82073,4.8,0.0144871
2.82403,4.8,0.0144505
2.82734,4.8,0.0144263
2.83078,4.8,0.0143609
2.83433,4.8,0.0143088
2.83749,4.8,0.0142756
2.84065,4.8,0.0142603
2.84398,4.8,0.0142393
2.84753,4.8,0.014227
2.85066,4.8,0.0142213
2.8538,4.8,0.0142108
2.85697,4.8,0.0141941
2.86013,4.8,0.0141794
2.86367,4.8,0.014173
2.867,4.8,0.0141672
2.87056,4.8,0.0141619
2.87384,4.8,0.0141572
2.87712,4.8,0.014151
2.88068,4.8,0.0141473
2.88436,4.8,0.0141368
2.88756,4.8,0.0141133
2.89088,4.8,0.0140853
2.89434,4.8,0.0140601
2.89767,4.8,0.0140412
2.9008,4.8,0.0139783
2.90397,4.8,0.0139149
2.90713,4.8,0.0138785
2.91069,4.8,0.0138599
2.91427,4.8,0.0138552
