time [s],current,servo1.encoder.angularVelocity,servo1.velocitySetpoint,
7.53,7862,1.06446e+07,0,
7.54,7705,1.05967e+07,0,
7.55,7752,1.07525e+07,0,
7.56,7792,1.07551e+07,0,
7.57,7792,1.08302e+07,0,
7.58,7913,1.07614e+07,0,
7.59,7991,1.08016e+07,0,
7.6,7851,1.08529e+07,0,
7.61,8103,1.08042e+07,0,
7.62,7987,1.07487e+07,0,
7.63,8056,1.07532e+07,0,
7.64,7861,1.06815e+07,0,
7.65,7834,1.07203e+07,0,
7.66,7944,1.06337e+07,0,
7.67,7693,1.05913e+07,0,
7.68,7839,1.06444e+07,0,
7.69,7788,1.06704e+07,0,
7.7,7744,1.08203e+07,0,
7.71,7842,1.08938e+07,0,
7.72,7740,1.09298e+07,0,
7.73,7666,1.09474e+07,0,
7.74,7935,1.0956e+07,0,
7.75,7831,1.08547e+07,0,
7.76,7972,1.0879e+07,0,
7.77,7870,1.0817e+07,0,
7.78,7929,1.06812e+07,0,
7.79,7984,1.07009e+07,0,
7.8,7908,1.06558e+07,0,
7.81,7861,1.05705e+07,0,
7.82,7769,1.06342e+07,0,
7.83,7882,1.08026e+07,0,
7.84,7787,1.06741e+07,0,
7.85,7650,1.07905e+07,0,
7.86,7796,1.08791e+07,0,
7.87,7756,1.08592e+07,0,
7.88,7936,1.08812e+07,0,
7.89,7972,6.51939e+08,0,
7.9,7820,3.25011e+08,0,
7.91,8068,1.6471e+08,0,
7.92,7834,8.61628e+07,0,
7.93,7870,4.78117e+07,0,
7.94,7866,2.88085e+07,0,
7.95,7886,1.9497e+07,0,
7.96,7729,1.50082e+07,0,
7.97,7823,1.29142e+07,0,
