time [s],adc[0],current,servo1.currentSetpoint,setpwm,
4e-07,0,0,0,0,
0.008039,0,0,0,0,
0.0116753,0,0,0,0,
0.0154886,0,0,0,0,
0.0195542,0,0,0,0,
0.0242059,0,0,0,0,
0.028606,0,0,0,0,
0.032735,0,0,0,0,
0.0374793,0,0,0,0,
0.042255,0,0,0,0,
0.0466929,0,0,0,0,
0.0514607,0,0,0,0,
0.0566086,0,0,0,0,
0.0612095,0,0,0,0,
0.0653613,0,0,0,0,
0.0693045,0,0,0,0,
0.073592,0,0,0,0,
0.0776006,0,0,0,0,
0.0817195,0,0,0,0,
0.0856505,0,0,0,0,
0.0897621,0,0,0,0,
0.0938531,0,0,0,0,
0.0977912,0,0,0,0,
0.10161,0,0,0,0,
0.10576,0,0,0,0,
0.109677,0,0,0,0,
0.115977,0,0,0,0,
0.120413,0,0,0,0,
0.125415,0,0,0,0,
0.130299,0,0,0,0,
0.13483,0,0,0,0,
0.139562,0,0,0,0,
0.144808,0,0,0,0,
0.149578,0,0,0,0,
0.153329,0,0,0,0,
0.158489,0,0,0,0,
0.162639,0,0,0,0,
0.166323,0,0,0,0,
0.17031,0,0,0,0,
0.174729,0,0,0,0,
0.178979,0,0,0,0,
0.182794,0,0,0,0,
0.188399,0,0,0,0,
0.193297,0,0,0,0,
0.197394,0,0,0,0,
0.202114,0,0,0,0,
0.207892,0,0,0,0,
0.214459,0,0,0,0,
0.219369,0,0,0,0,
0.224003,0,0,0,0,
0.228251,0,0,0,0,
0.232146,0,0,0,0,
0.236331,0,0,0,0,
0.240627,0,0,0,0,
0.244631,0,0,0,0,
0.248566,0,0,0,0,
0.252456,0,0,0,0,
0.257021,0,0,0,0,
0.261499,0,0,0,0,
0.265896,0,0,0,0,
0.270551,0,0,0,0,
0.275215,0,0,0,0,
0.279258,0,0,0,0,
0.283167,0,0,0,0,
0.286981,0,0,0,0,
0.291772,0,0,0,0,
0.296167,0,0,0,0,
0.301096,0,0,0,0,
0.30603,0,0,0,0,
0.31026,0,0,0,0,
0.314597,0,0,0,0,
0.318987,0,0,0,0,
0.32372,0,0,0,0,
0.328572,0,0,0,0,
0.33267,0,0,0,0,
0.336607,0,0,0,0,
0.341352,0,0,0,0,
0.345417,0,0,0,0,
0.349694,0,0,0,0,
0.353554,0,0,0,0,
0.358647,0,0,0,0,
0.362985,0,0,0,0,
0.367795,0,0,0,0,
0.372379,0,0,0,0,
0.377206,0,0,0,0,
0.381637,0,0,0,0,
0.385511,0,0,0,0,
0.390107,0,0,0,0,
0.396497,0,0,0,0,
0.401154,0,0,0,0,
0.405506,0,0,0,0,
0.410726,0,0,0,0,
0.414655,0,0,0,0,
0.418699,0,0,0,0,
0.423508,0,0,0,0,
0.428233,0,0,0,0,
0.432895,0,0,0,0,
0.437733,0,0,0,0,
0.442174,0,0,0,0,
0.446152,0,0,0,0,
0.450153,0,0,0,0,
0.454821,0,0,0,0,
0.460642,0,0,0,0,
0.464699,0,0,0,0,
0.468551,0,0,0,0,
0.473147,0,0,0,0,
0.477221,0,0,0,0,
0.48097,0,0,0,0,
0.484971,0,0,0,0,
0.489446,0,0,0,0,
0.494015,0,0,0,0,
0.498275,0,0,0,0,
0.502156,0,0,0,0,
0.506863,0,0,0,0,
0.511715,0,0,0,0,
0.516124,0,0,0,0,
0.521024,0,0,0,0,
0.525787,0,0,0,0,
0.529755,0,0,0,0,
0.533976,0,0,0,0,
0.538133,0,0,0,0,
0.542519,0,0,0,0,
0.546811,0,0,0,0,
0.550746,0,0,0,0,
0.555482,0,0,0,0,
0.560183,0,0,0,0,
0.564628,0,0,0,0,
0.569162,0,0,0,0,
0.573659,0,0,0,0,
0.577562,0,0,0,0,
0.581525,0,0,0,0,
0.585448,0,0,0,0,
0.589998,0,0,0,0,
0.594521,0,0,0,0,
0.598993,0,0,0,0,
0.603026,0,0,0,0,
0.607753,0,0,0,0,
0.612422,0,0,0,0,
0.616193,0,0,0,0,
0.620517,0,0,0,0,
0.625265,0,0,0,0,
0.629723,0,0,0,0,
0.634227,0,0,0,0,
0.639208,0,0,0,0,
0.643733,0,0,0,0,
0.648125,0,0,0,0,
0.652045,0,0,0,0,
0.657016,0,0,0,0,
0.661527,0,0,0,0,
0.665466,0,0,0,0,
0.669363,0,0,0,0,
0.674417,0,0,0,0,
0.679015,0,0,0,0,
0.682977,0,0,0,0,
0.687259,0,0,0,0,
0.691798,0,0,0,0,
0.69616,0,0,0,0,
0.700346,0,0,0,0,
0.704799,0,0,0,0,
0.70882,0,0,0,0,
0.712895,0,0,0,0,
0.716819,0,0,0,0,
0.721477,0,0,0,0,
0.726397,0,0,0,0,
0.731031,0,0,0,0,
0.734981,0,0,0,0,
0.739472,0,0,0,0,
0.743415,0,0,0,0,
0.747354,0,0,0,0,
0.751684,0,0,0,0,
0.756436,0,0,0,0,
0.760988,0,0,0,0,
0.76519,0,0,0,0,
0.769193,0,0,0,0,
0.774361,0,0,0,0,
0.778272,0,0,0,0,
0.782276,0,0,0,0,
0.78637,0,0,0,0,
0.790802,0,0,0,0,
0.79476,0,0,0,0,
0.799489,0,0,0,0,
0.804115,0,0,0,0,
0.808247,0,0,0,0,
0.812283,0,0,0,0,
0.816164,0,0,0,0,
0.820284,0,0,0,0,
0.825063,0,0,0,0,
0.829776,0,0,0,0,
0.833703,0,0,0,0,
0.837829,0,0,0,0,
0.842105,0,0,0,0,
0.847571,0,0,0,0,
0.852936,0,0,0,0,
0.857759,0,0,0,0,
0.862127,0,0,0,0,
0.866446,0,0,0,0,
0.870806,0,0,0,0,
0.875515,0,0,0,0,
0.879644,0,0,0,0,
0.883705,0,0,0,0,
0.888133,0,0,0,0,
0.892171,0,0,0,0,
0.896167,0,0,0,0,
0.900117,0,0,0,0,
0.9044,0,0,0,0,
0.909186,0,0,0,0,
0.913368,0,0,0,0,
0.917353,0,0,0,0,
0.921836,0,0,0,0,
0.926173,0,0,0,0,
0.929986,0,0,0,0,
0.933835,0,0,0,0,
0.938263,0,0,0,0,
0.942199,0,0,0,0,
0.946094,0,0,0,0,
0.949858,0,0,0,0,
0.954355,0,0,0,0,
0.958867,0,0,0,0,
0.96304,0,0,0,0,
0.967182,0,0,0,0,
0.97172,0,0,0,0,
0.97578,0,0,0,0,
0.979586,0,0,0,0,
0.98367,0,0,0,0,
0.988529,0,0,0,0,
0.992674,0,0,0,0,
0.996535,0,0,0,0,
1.001,0,0,0,0,
1.00543,0,0,0,0,
1.01035,0,0,0,0,
1.01483,0,0,0,0,
1.01958,0,0,0,0,
1.02443,0,0,0,0,
1.02998,0,0,0,0,
1.03391,0,0,0,0,
1.03828,0,0,0,0,
1.0424,0,0,0,0,
1.04639,0,0,0,0,
1.05028,0,0,0,0,
1.05493,0,0,0,0,
1.05984,0,0,0,0,
1.06417,0,0,0,0,
1.06818,0,0,0,0,
1.07264,0,0,0,0,
1.07691,0,0,0,0,
1.08077,0,0,0,0,
1.08468,0,0,0,0,
1.0894,0,0,0,0,
1.09379,0,0,0,0,
1.0985,0,0,0,0,
1.10361,0,0,0,0,
1.10835,0,0,0,0,
1.1123,0,0,0,0,
1.11679,0,0,0,0,
1.12166,0,0,0,0,
1.12606,0,0,0,0,
1.13011,0,0,0,0,
1.134,0,0,0,0,
1.13856,0,0,0,0,
1.14335,0,0,0,0,
1.1472,0,0,0,0,
1.15105,0,0,0,0,
1.15584,0,0,0,0,
1.16021,0,0,0,0,
1.16442,0,0,0,0,
1.16872,0,0,0,0,
1.17299,0,0,0,0,
1.17699,0,0,0,0,
1.18099,0,0,0,0,
1.18521,0,0,0,0,
1.18971,0,0,0,0,
1.19361,0,0,0,0,
1.19735,0,0,0,0,
1.2018,0,0,0,0,
1.20603,0,0,0,0,
1.21036,0,0,0,0,
1.21461,0,0,0,0,
1.21937,0,0,0,0,
1.22428,0,0,0,0,
1.22851,0,0,0,0,
1.23281,0,0,0,0,
1.23753,0,0,0,0,
1.24168,0,0,0,0,
1.24584,0,0,0,0,
1.25018,0,0,0,0,
1.25485,0,0,0,0,
1.25954,0,0,0,0,
1.26362,0,0,0,0,
1.26747,0,0,0,0,
1.27189,0,0,0,0,
1.27614,0,0,0,0,
1.28071,0,0,0,0,
1.2856,0,0,0,0,
1.29,0,0,0,0,
1.29465,0,0,0,0,
1.29862,0,0,0,0,
1.30302,0,0,0,0,
1.30736,0,0,0,0,
1.31138,0,0,0,0,
1.31543,0,0,0,0,
1.32015,0,0,0,0,
1.32519,0,0,0,0,
1.32937,0,0,0,0,
1.3334,0,0,0,0,
1.33831,0,0,0,0,
1.3424,0,0,0,0,
1.34639,0,0,0,0,
1.3504,0,0,0,0,
1.35559,0,0,0,0,
1.36022,0,0,0,0,
1.3642,0,0,0,0,
1.36872,0,0,0,0,
1.37335,0,0,0,0,
1.3774,0,0,0,0,
1.38159,0,0,0,0,
1.38621,0,0,0,0,
1.39087,0,0,0,0,
1.39492,0,0,0,0,
1.3987,0,0,0,0,
1.40323,0,0,0,0,
1.40745,0,0,0,0,
1.41155,0,0,0,0,
1.41559,0,0,0,0,
1.42116,0,0,0,0,
1.42583,0,0,0,0,
1.43027,0,0,0,0,
1.43486,0,0,0,0,
1.43938,0,0,0,0,
1.44329,0,0,0,0,
1.44719,0,0,0,0,
1.45116,0,0,0,0,
1.45544,0,0,0,0,
1.46003,0,0,0,0,
1.46503,0,0,0,0,
1.46921,0,0,0,0,
1.47389,0,0,0,0,
1.47803,0,0,0,0,
1.48202,0,0,0,0,
1.48639,0,0,0,0,
1.49083,0,0,0,0,
1.49513,0,0,0,0,
1.49902,0,0,0,0,
1.50324,0,0,0,0,
1.5073,0,0,0,0,
1.51111,0,0,0,0,
1.51521,0,0,0,0,
1.51975,0,0,0,0,
1.52401,0,0,0,0,
1.52792,0,0,0,0,
1.53173,0,0,0,0,
1.53591,0,0,0,0,
1.54014,0,0,0,0,
1.54411,0,0,0,0,
1.54792,0,0,0,0,
1.5521,0,0,0,0,
1.55643,0,0,0,0,
1.56019,0,0,0,0,
1.56403,0,0,0,0,
1.56801,0,0,0,0,
1.57211,0,0,0,0,
1.57602,0,0,0,0,
1.57986,0,0,0,0,
1.5836,0,0,0,0,
1.58839,0,0,0,0,
1.59253,0,0,0,0,
1.59749,0,0,0,0,
1.60284,0,0,0,0,
1.60753,0,0,0,0,
1.61242,0,0,0,0,
1.61751,0,0,0,0,
1.62239,0,0,0,0,
1.62648,0,0,0,0,
1.63027,0,0,0,0,
1.63432,0,0,0,0,
1.6384,0,0,0,0,
1.64237,0,0,0,0,
1.64612,0,0,0,0,
1.65012,0,0,0,0,
1.65471,0,0,0,0,
1.6594,0,0,0,0,
1.66425,0,0,0,0,
1.66832,0,0,0,0,
1.67264,0,0,0,0,
1.67733,0,0,0,0,
1.68208,0,0,0,0,
1.68678,0,0,0,0,
1.69085,0,0,0,0,
1.69477,0,0,0,0,
1.69857,0,0,0,0,
1.70266,0,0,0,0,
1.70668,0,0,0,0,
1.71176,0,0,0,0,
1.7165,0,0,0,0,
1.72146,0,0,0,0,
1.7255,0,0,0,0,
1.73016,0,0,0,0,
1.73424,0,0,0,0,
1.7382,0,0,0,0,
1.74227,0,0,0,0,
1.74613,0,0,0,0,
1.74992,0,0,0,0,
1.75443,0,0,0,0,
1.75845,0,0,0,0,
1.76339,0,0,0,0,
1.76806,0,0,0,0,
1.77266,0,0,0,0,
1.77649,0,0,0,0,
1.78023,0,0,0,0,
1.78506,0,0,0,0,
1.78949,0,0,0,0,
1.7933,0,0,0,0,
1.79705,0,0,0,0,
1.80113,0,0,0,0,
1.80546,0,0,0,0,
1.8093,0,0,0,0,
1.8132,0,0,0,0,
1.81722,0,0,0,0,
1.8217,0,0,0,0,
1.8259,0,0,0,0,
1.83002,0,0,0,0,
1.83417,0,0,0,0,
1.83858,0,0,0,0,
1.8433,0,0,0,0,
1.8478,0,0,0,0,
1.85239,0,0,0,0,
1.85705,0,0,0,0,
1.86143,0,0,0,0,
1.86525,0,0,0,0,
1.86944,0,0,0,0,
1.8734,0,0,0,0,
1.87723,0,0,0,0,
1.8812,0,0,0,0,
1.88549,0,0,0,0,
1.88957,0,0,0,0,
1.89338,0,0,0,0,
1.89733,0,0,0,0,
1.90147,0,0,0,0,
1.9056,0,0,0,0,
1.9094,0,0,0,0,
1.91355,0,0,0,0,
1.91769,0,0,0,0,
1.92214,0,0,0,0,
1.92636,0,0,0,0,
1.93102,0,0,0,0,
1.93528,0,0,0,0,
1.9392,0,0,0,0,
1.94313,0,0,0,0,
1.94693,0,0,0,0,
1.95116,0,0,0,0,
1.9554,0,0,0,0,
1.96029,0,0,0,0,
1.9652,0,0,0,0,
