time [s],current,servo1.currentSetpoint,setpwm,
0.651014,0,0,0,
0.653766,0,0,0,
0.657309,0,0,0,
0.660354,0,0,0,
0.663037,0,0,0,
0.666511,0,0,0,
0.670148,0,0,0,
0.673046,0,0,0,
0.67583,0,0,0,
0.678709,0,0,0,
0.681931,0,0,0,
0.684744,0,0,0,
0.68837,0,0,0,
0.691442,0,0,0,
0.694419,0,0,0,
0.697567,0,0,0,
0.700428,0,0,0,
0.704331,0,0,0,
0.707032,0,0,0,
0.710183,0,0,0,
0.713771,0,0,0,
0.716608,0,0,0,
0.719607,0,0,0,
0.722666,0,0,0,
0.725486,0,0,0,
0.728822,0,0,0,
0.731493,0,0,0,
0.734754,0,0,0,
0.73815,0,0,0,
0.741006,0,0,0,
0.744854,0,0,0,
0.748368,0,0,0,
0.751649,0,0,0,
0.754599,0,0,0,
0.757562,0,0,0,
0.760435,0,0,0,
0.763923,0,0,0,
0.767146,0,0,0,
0.769886,0,0,0,
0.77297,0,0,0,
0.776153,0,0,0,
0.77931,0,0,0,
0.78226,0,0,0,
0.78502,0,0,0,
0.788432,0,0,0,
0.791452,0,0,0,
0.794591,0,0,0,
0.797502,0,0,0,
0.80022,0,0,0,
0.804368,0,0,0,
0.807842,0,0,0,
0.810662,0,0,0,
0.813318,0,0,0,
0.816432,0,0,0,
0.81981,0,0,0,
0.822676,0,0,0,
0.825437,0,0,0,
0.828776,0,0,0,
0.831522,0,0,0,
0.835298,0,0,0,
0.838175,0,0,0,
0.841646,0,0,0,
0.844918,0,0,0,
0.84806,0,0,0,
0.851153,0,0,0,
0.853913,0,0,0,
0.857698,0,0,0,
0.860655,0,0,0,
0.863338,0,0,0,
0.866544,0,0,0,
0.869599,0,0,0,
0.872492,0,0,0,
0.875498,0,0,0,
0.878702,0,0,0,
0.881901,0,0,0,
0.88515,0,0,0,
0.887865,0,0,0,
0.890995,0,0,0,
0.893792,0,0,0,
0.897625,0,0,0,
0.900614,0,0,0,
0.903682,0,0,0,
0.90644,0,0,0,
0.910311,0,0,0,
0.913616,0,0,0,
0.916357,0,0,0,
0.919188,0,0,0,
0.92217,0,0,0,
0.925641,0,0,0,
0.9287,0,0,0,
0.931822,0,0,0,
0.93486,0,0,0,
0.937757,0,0,0,
0.940849,0,0,0,
0.943694,0,0,0,
0.946363,0,0,0,
0.95002,0,0,0,
0.953543,0,0,0,
0.956519,0,0,0,
0.959353,0,0,0,
0.962586,0,0,0,
0.965669,0,0,0,
0.968375,0,0,0,
0.971348,0,0,0,
0.97439,0,0,0,
0.977758,0,0,0,
0.980745,0,0,0,
0.983527,0,0,0,
0.986519,0,0,0,
0.989959,0,0,0,
0.992888,0,0,0,
0.995886,0,0,0,
0.998716,0,0,0,
